label,id,base_id,sources,names,categories,confidence,websites,socials,emails,phones,brand,addresses,base_sources,base_names,base_categories,base_confidence,base_websites,base_socials,base_emails,base_phones,base_brand,base_addresses
1.0,08f2ab24336c88330344df7c24d6849c,562949960140427,"[{""property"":"""",""dataset"":""meta"",""record_id"":""202628426966446"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949960140427"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Pharmacare Drugs Pharmacy""}","{""primary"":""pharmacy"",""alternate"":[""medical_supply"",""family_practice""]}",0.9962614185921548,"[""http://healthmart.com/""]","[""https://www.facebook.com/202628426966446""]",,"[""+17343402604""]",,"[{""freeform"":""6048 Rawsonville Rd"",""locality"":""Ypsilanti Twp"",""postcode"":""48111"",""region"":""MI"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""562949960140427"",""update_time"":""2020-03-15T15:35:39.673"",""confidence"":0.77}]","{""primary"":""Pharmacare Drugs""}","{""primary"":""pharmacy"",""alternate"":[""drugstore"",""retail""]}",0.77,"[""http://pharmacaredrugsmi.com/""]",,,"[""7343402604""]","{""names"":{}}","[{""freeform"":""6048 Rawsonville Rd"",""locality"":""Van Buren Twp"",""region"":""MI"",""country"":""US"",""postcode"":""48111""}]"
0.0,08f498016c92e00a03355e54f2b4ad44,08f4980b922de63503bbfe95427a52dd,"[{""property"":"""",""dataset"":""meta"",""record_id"":""898951576979403"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""meta"",""record_id"":""1572393979693000"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Taquería El Infierno""}","{""primary"":""texmex_restaurant"",""alternate"":[""mexican_restaurant"",""fast_food_restaurant""]}",0.9837452982267598,"[""http://www.taqueriaelinfierno.mx/""]","[""https://www.facebook.com/898951576979403""]",,"[""+524433243572""]","{""names"":{""primary"":""Taquería El Infierno""}}","[{""freeform"":""Avenida General Lázaro Cárdenas 2628"",""locality"":""Morelia"",""postcode"":""58260"",""country"":""MX""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""884623958388597"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Taquería La Leñita""}","{""primary"":""mexican_restaurant"",""alternate"":[""fast_food_restaurant"",""restaurant""]}",0.9837452982267598,,"[""https://www.facebook.com/884623958388597""]",,"[""+524433242444""]",,"[{""freeform"":""Av Lázaro Cárdenas 2425"",""postcode"":""58260"",""country"":""MX""}]"
1.0,08f29b6c33aa984b03d01236f2114f82,1125899912402329,"[{""property"":"""",""dataset"":""meta"",""record_id"":""110634357950251"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890996494"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899912402329"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Palms Luxury Apartments""}","{""primary"":""landmark_and_historical_building"",""alternate"":[""real_estate_service"",""social_service_organizations""]}",0.997898979043525,"[""https://www.palmsluxuryapts.com/?utm_knock=fb""]","[""https://www.facebook.com/110634357950251""]",,"[""+16232831421""]",,"[{""freeform"":""1100 E Bell Rd"",""locality"":""Phoenix"",""postcode"":""85022-3070"",""region"":""AZ"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1125899912402329"",""update_time"":""2023-12-22T22:53:03.583"",""confidence"":0.77}]","{""primary"":""Palms Luxury Apartments""}","{""primary"":""apartments"",""alternate"":[""condominium""]}",0.77,"[""https://palmsluxuryapts.com/""]",,,"[""6234697354""]","{""names"":{}}","[{""freeform"":""1100 E Bell Rd"",""locality"":""Phoenix"",""region"":""AZ"",""country"":""US"",""postcode"":""85022""}]"
0.0,08f3f2c86c08aceb03866aa2d824e552,08f3f2c86c08e09c033530fa59389271,"[{""property"":"""",""dataset"":""meta"",""record_id"":""404520842980153"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Lefkasa""}","{""primary"":""travel_services"",""alternate"":[""travel_company""]}",0.9097222222222222,"[""http://www.lefkada-travelmagic.com/""]","[""https://www.facebook.com/404520842980153""]",,"[""+31652693623""]",,"[{""freeform"":""Mainstreet"",""postcode"":""311 00"",""country"":""GR""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""163672020347899"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Lefkada Slow Guide""}","{""primary"":""travel_services"",""alternate"":[""advertising_agency""]}",0.7941176470588235,"[""https://lefkadaslowguide.gr/en/""]","[""https://www.facebook.com/163672020347899""]",,"[""+302645021095""]",,"[{""freeform"":""Zakynthou 7"",""locality"":""Lefkáda"",""postcode"":""31 100"",""country"":""GR""}]"
1.0,08f281e31c31e63203f90533b3ef79c8,2251799821077240,"[{""property"":"""",""dataset"":""meta"",""record_id"":""120065371343372"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799821077240"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Upper Rogue Community Center""}","{""primary"":""community_center"",""alternate"":[""charity_organization"",""community_services_non_profits""]}",0.9962614185921548,"[""http://www.upperroguecommunitycenter.com/""]","[""https://www.facebook.com/120065371343372""]",,"[""+15418782702""]",,"[{""freeform"":""22465 Highway 62"",""locality"":""Shady Cove"",""postcode"":""97539-9718"",""region"":""OR"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""2251799821077240"",""update_time"":""2023-06-15T16:11:14.243"",""confidence"":0.77}]","{""primary"":""Upper Rogue Community Center""}","{""primary"":""amateur_sports_team"",""alternate"":[""community_center"",""active_life""]}",0.77,"[""http://upperroguecommunitycenter.com/""]",,,"[""5418782702""]","{""names"":{}}","[{""freeform"":""22465 Highway 62"",""locality"":""Shady Cove"",""region"":""OR"",""country"":""US"",""postcode"":""97539""}]"
0.0,08f2f5a3751aed9903272090aa8ec13c,08f2f5a375c5ca9a03870f143a82d747,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1938582909556607"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Bar Chimu""}","{""primary"":""bar"",""alternate"":[""professional_services""]}",0.9445655559015883,"[""http://www.gima.xyz""]","[""https://www.facebook.com/1938582909556607""]",,"[""+81363021904""]",,"[{""freeform"":""東京都新宿区歌舞伎町１丁目１１−１３"",""locality"":""新宿区"",""postcode"":""160-0021"",""country"":""JP""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""900251556681826"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""meta"",""record_id"":""251047918262881"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Bar Evi.""}","{""primary"":""pub"",""alternate"":[""bar"",""restaurant""]}",0.9837452982267598,"[""http://goldengai.jp/products/pg17.html""]","[""https://www.facebook.com/900251556681826""]",,"[""+81332023315""]",,"[{""freeform"":""東京都新宿区歌舞伎町１丁目１−７"",""locality"":""新宿区"",""postcode"":""160-0021"",""country"":""JP""}]"
0.0,08f266d2d3cd305503c6fb5cdecca687,1407374885419081,"[{""property"":"""",""dataset"":""msft"",""record_id"":""1407374888004304"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Walmart Money Center""}","{""primary"":""retail""}",0.77,"[""https://www.walmart.com/store/519-harrodsburg-ky/money-services""]",,,"[""8597345721""]",,"[{""freeform"":""591 Joseph Dr"",""locality"":""Harrodsburg"",""postcode"":""40330"",""region"":""KY"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374885419081"",""update_time"":""2024-12-30T17:27:52.177"",""confidence"":0.77}]","{""primary"":""Walmart""}","{""primary"":""retail""}",0.77,"[""https://www.walmart.com/store/519-harrodsburg-ky/patio-garden-services/""]",,,"[""8597345721""]","{""names"":{}}","[{""freeform"":""591 Joseph Dr"",""locality"":""Harrodsburg"",""region"":""KY"",""country"":""US"",""postcode"":""40330""}]"
0.0,08f61892eca08063035b902e36863a5e,08f61892eca2a70403a5d7a4402feb5d,"[{""property"":"""",""dataset"":""meta"",""record_id"":""133520090662575"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Park""}","{""primary"":""park"",""alternate"":[""bar"",""national_park""]}",0.9146576663452266,,"[""https://www.facebook.com/133520090662575""]",,,,"[{""freeform"":""3rd Cross, Beml Main Road, New Thip Sandara, Hal 3rd Stage"",""postcode"":""560075"",""country"":""IN""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""1630861570532064"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Paris Panini""}","{""primary"":""french_restaurant"",""alternate"":[""cafe"",""sandwich_shop""]}",0.9908651262761956,"[""https://www.parispanini.com/""]","[""https://www.facebook.com/1630861570532064""]",,"[""+919901428604""]",,"[{""freeform"":""2984 12th Main Road"",""locality"":""Bengaluru"",""postcode"":""560038"",""region"":""KA"",""country"":""IN""}]"
1.0,08f1f99c527b17940327753501f78574,562949965406474,"[{""property"":"""",""dataset"":""meta"",""record_id"":""107072624088022"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965406474"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949959878986"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Stroili""}","{""primary"":""jewelry_store""}",0.9918379237288135,"[""https://www.stroilioro.com/it_IT/gioiellerie-stroili/dettagli-negozio/?storeID=0515""]","[""https://www.facebook.com/107072624088022""]",,"[""+39029102437""]","{""names"":{""primary"":""Stroili""}}","[{""freeform"":""Strada Provinciale dei Giovi Nord, 1"",""locality"":""Paderno Dugnano"",""postcode"":""20037"",""region"":""25"",""country"":""IT""}]","[{""dataset"":""Microsoft"",""record_id"":""562949965406474"",""update_time"":""2024-12-23T16:17:40.95"",""confidence"":0.77}]","{""primary"":""STROILI""}","{""primary"":""gift_shop"",""alternate"":[""furniture_manufacturers"",""jewelry_store"",""photography_store_and_services"",""souvenir_shop"",""b2b_furniture_and_housewares"",""printing_equipment_and_supply"",""jewelry_manufacturer"",""business_to_business"",""retail""]}",0.77,"[""https://www.stroilioro.com/it_IT/gioiellerie-stroili/dettagli-negozio/?storeID=0576""]",,,"[""029102864""]","{""names"":{}}","[{""freeform"":""Strada Statale 35 dei Giovi, CC Brianza - Piano terra"",""locality"":""Paderno Dugnano"",""region"":""MI"",""country"":""IT"",""postcode"":""20037""}]"
0.0,08f2834661c05463038fb56ec7985941,08f2834661c0546303db525a578558c8,"[{""property"":"""",""dataset"":""msft"",""record_id"":""1407374891540620"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Health Care Physicians Profile 1""}",,0.77,"[""https://creativesol.com/?utm_j=book""]",,,"[""06194420600""]",,"[{""freeform"":""3rd Floor, Rajapushpa Business Center, Kondapur"",""locality"":""Hyderabad"",""postcode"":""500084"",""region"":""Telangana"",""country"":""IN""}]","[{""property"":"""",""dataset"":""msft"",""record_id"":""1407374891096635"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Health Care Physicians Profile 6""}",,0.77,"[""https://creativesol.com/?utm_j=book""]",,,"[""06194420600""]",,"[{""freeform"":""3rd Floor, Rajapushpa Business Center, Kondapur"",""locality"":""Hyderabad"",""postcode"":""500084"",""region"":""Telangana"",""country"":""IN""}]"
1.0,08f274dd0dac2d020338d97ff8693e3c,844424932218499,"[{""property"":"""",""dataset"":""meta"",""record_id"":""218141071531960"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""844424932218499"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Fullerton Tool Company""}","{""primary"":""professional_services"",""alternate"":[""hardware_store"",""industrial_company""]}",0.997898979043525,"[""http://fullertontool.com/""]","[""https://www.facebook.com/218141071531960""]",,"[""+19897994550""]",,"[{""freeform"":""121 Perry St"",""locality"":""Saginaw"",""postcode"":""48602-1412"",""region"":""MI"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""844424932218499"",""update_time"":""2024-12-05T20:40:32.81"",""confidence"":0.77}]","{""primary"":""Fullerton Tool Company""}","{""primary"":""industrial_equipment"",""alternate"":[""b2b_machinery_and_tools"",""business_to_business""]}",0.77,"[""http://fullertontool.com/""]",,,"[""9897994550""]","{""names"":{}}","[{""freeform"":""121 Perry St"",""locality"":""Saginaw"",""region"":""MI"",""country"":""US"",""postcode"":""48602""}]"
1.0,562949955101056,562949956978531,"[{""dataset"":""Microsoft"",""record_id"":""562949955101056"",""update_time"":""2015-05-15T08:33:54.477"",""confidence"":0.77}]","{""primary"":""Redbox""}","{""primary"":""clothing_rental"",""alternate"":[""video_and_video_game_rentals"",""clothing_store"",""books_mags_music_and_video"",""rental_services"",""rental_kiosks"",""real_estate_service"",""kiosk"",""food"",""retail""]}",0.77,"[""""]",,,"[""8667332693""]","{""names"":{}}","[{""freeform"":""3220 Irvin Cobb Dr"",""locality"":""Paducah"",""region"":""KY"",""country"":""US"",""postcode"":""42003""}]","[{""dataset"":""Microsoft"",""record_id"":""562949956978531"",""update_time"":""2022-08-30T08:55:59.597"",""confidence"":0.77}]","{""primary"":""Redbox""}","{""primary"":""clothing_rental"",""alternate"":[""video_and_video_game_rentals"",""clothing_store"",""books_mags_music_and_video"",""rental_services"",""rental_kiosks"",""real_estate_service"",""kiosk"",""food"",""retail""]}",0.77,"[""https://www.redbox.com/locations/kentucky/paducah/42003/16708""]",,,"[""8667332693""]","{""names"":{}}","[{""freeform"":""3220 Irvin Cobb Dr"",""locality"":""Paducah"",""region"":""KY"",""country"":""US"",""postcode"":""42003""}]"
1.0,08f1f2d6b121bae9037c5aa065d85015,1688849866346166,"[{""property"":"""",""dataset"":""meta"",""record_id"":""381304739083666"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949962940292"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849866346166"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""TeamOlmed Kalmar""}","{""primary"":""medical_research_and_development"",""alternate"":[""health_and_medical"",""medical_service_organizations""]}",0.9828411287205256,,"[""https://www.facebook.com/381304739083666""]",,"[""+46104513302""]",,"[{""freeform"":""Malmbrogatan 14"",""postcode"":""392 35"",""country"":""SE""}]","[{""dataset"":""Microsoft"",""record_id"":""1688849866346166"",""update_time"":""2024-10-21T06:26:28.853"",""confidence"":0.77}]","{""primary"":""TeamOlmed Kalmar""}","{""primary"":""hospital"",""alternate"":[""orthotics"",""health_and_medical""]}",0.77,"[""https://www.1177.se/Kalmar-lan/hitta-vard/kontaktkort/TeamOlmed-Kalmar/""]",,,"[""0104513302""]","{""names"":{}}","[{""freeform"":""Malmbrogatan 14"",""locality"":""Kalmar"",""region"":""Kalmar län"",""country"":""SE"",""postcode"":""392 35""}]"
0.0,1970324842173450,844424932550231,"[{""dataset"":""Microsoft"",""record_id"":""1970324842173450"",""update_time"":""2024-12-29T16:43:10.99"",""confidence"":0.77}]","{""primary"":""The Christ Hospital Physicians - Heart & Vascular""}","{""primary"":""hospital"",""alternate"":[""health_and_medical""]}",0.77,"[""""]",,,"[""5132061180""]","{""names"":{}}","[{""freeform"":""2123 Auburn Ave Ste 138"",""locality"":""Cincinnati"",""region"":""OH"",""country"":""US"",""postcode"":""45219""}]","[{""dataset"":""Microsoft"",""record_id"":""844424932550231"",""update_time"":""2022-10-26T01:19:30.013"",""confidence"":0.77}]","{""primary"":""The Christ Hospital Physicians - Infectious Diseases""}","{""primary"":""infectious_disease_specialist"",""alternate"":[""doctor"",""hospital"",""health_and_medical""]}",0.77,"[""https://www.thechristhospital.com/services/infectious-diseases""]",,,"[""5135852791""]","{""names"":{}}","[{""freeform"":""2123 Auburn Ave Ste A44"",""locality"":""Cincinnati"",""region"":""OH"",""country"":""US"",""postcode"":""45219""}]"
1.0,08f2e2978c98154003d61da460131237,562949963739794,"[{""property"":"""",""dataset"":""meta"",""record_id"":""108755228716498"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949963739794"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""ツルハドラッグ須賀川南店""}","{""primary"":""pharmacy"",""alternate"":[""medical_supply""]}",0.9962614185921548,"[""https://shop.tsuruha-g.com/0890""]","[""https://www.facebook.com/108755228716498""]",,"[""+81248631268""]","{""names"":{""primary"":""ツルハ ドラッグ""}}","[{""freeform"":""福島県須賀川市高久田境１３２−６"",""locality"":""須賀川市"",""postcode"":""962-0837"",""country"":""JP""}]","[{""dataset"":""Microsoft"",""record_id"":""562949963739794"",""update_time"":""2024-12-26T00:35:31.27"",""confidence"":0.77}]","{""primary"":""ツルハドラッグ 須賀川南店""}","{""primary"":""convenience_store"",""alternate"":[""drugstore"",""retail""]}",0.77,"[""https://shop.tsuruha-g.com/0890""]",,,"[""0248631268""]","{""names"":{}}","[{""freeform"":""高久田境132-6"",""locality"":""須賀川市"",""region"":""福島県"",""country"":""JP"",""postcode"":""〒962-0837""}]"
0.0,08fbe0e27473400e03b083d938cf83e5,08fbe0e274734a4003ec70bcee8c23e7,"[{""property"":"""",""dataset"":""meta"",""record_id"":""103178504726221"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799821083077"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849863761250"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Medibank""}","{""primary"":""insurance_agency"",""alternate"":[""health_and_medical""]}",0.9877528662420382,"[""https://medibank.com.au/""]","[""https://www.facebook.com/103178504726221""]",,"[""+61292969702""]","{""names"":{""primary"":""Medibank""}}","[{""freeform"":""1 Anderson St"",""locality"":""Sydney"",""postcode"":""2067"",""region"":""NSW"",""country"":""AU""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""2275586039430388"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Medicare""}","{""primary"":""public_service_and_government"",""alternate"":[""community_center""]}",0.28671328671328666,,"[""https://www.facebook.com/2275586039430388""]",,"[""+61132011""]",,"[{""locality"":""Chatswood"",""region"":""NSW"",""country"":""AU""}]"
1.0,08f1e15b73ce531b03ec071d30dc52af,1407374890822600,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1170407813056037"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890822600"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Merak""}","{""primary"":""barbecue_restaurant"",""alternate"":[""restaurant"",""eastern_european_restaurant""]}",0.9962614185921548,,"[""https://www.facebook.com/1170407813056037""]",,"[""+436765726450""]",,"[{""freeform"":""Mariahilfer Straße 139"",""locality"":""Wien"",""postcode"":""1150"",""country"":""AT""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374890822600"",""update_time"":""2024-09-09T21:16:35.133"",""confidence"":0.77}]","{""primary"":""Merak""}","{""primary"":""barbecue_restaurant"",""alternate"":[""cafe"",""eastern_european_restaurant"",""restaurant""]}",0.77,"[""http://www.merakvienna.at/""]",,,"[""06765726450""]","{""names"":{}}","[{""freeform"":""Mariahilfer Straße 139"",""locality"":""Wien"",""region"":""Vienna"",""country"":""AT"",""postcode"":""1150""}]"
1.0,08f2a94d232eda0d03a93ef8854ecfc0,1407374888312038,"[{""property"":"""",""dataset"":""meta"",""record_id"":""10150110092745228"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324842288870"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374886573732"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374886090129"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899908993710"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""ProMedica""}","{""primary"":""hospital"",""alternate"":[""doctor"",""event_planning""]}",0.9919372693726938,"[""https://www.promedica.org/locations-and-doctors/location/clinics/promedica-headquarters""]","[""https://www.facebook.com/10150110092745228""]",,"[""+15675859600""]",,"[{""freeform"":""100 Madison Ave"",""locality"":""Toledo"",""postcode"":""43604-1516"",""region"":""OH"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374888312038"",""update_time"":""2024-11-30T17:47:16.21"",""confidence"":0.77}]","{""primary"":""ProMedica Headquarters - The Plaza""}","{""primary"":""commercial_real_estate"",""alternate"":[""corporate_office"",""private_establishments_and_corporates""]}",0.77,"[""https://www.promedica.org/location/promedica-headquarters?utm_source=bing&utm_medium=organic&utm_campaign=bingplaces""]",,,"[""5675859600""]","{""names"":{}}","[{""freeform"":""300 Madison Ave"",""locality"":""Toledo"",""region"":""OH"",""country"":""US"",""postcode"":""43604""}]"
1.0,08fbee249bdb0db4032948c20a85120c,08fbee249bdb298e036305a04eab4b75,"[{""property"":"""",""dataset"":""meta"",""record_id"":""530821950634978"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Waterquip Pumps and Irrigation""}","{""primary"":""agricultural_service"",""alternate"":[""plumbing"",""water_supplier""]}",0.3941504178272981,"[""http://www.waterquipmoree.com.au/""]","[""https://www.facebook.com/530821950634978""]",,"[""+61267525077""]",,"[{""freeform"":""110 Gwydir St"",""locality"":""Moree"",""postcode"":""2400"",""region"":""NSW"",""country"":""AU""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""162474910454161"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949962521363"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374887453220"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Waterquip""}","{""primary"":""industrial_equipment"",""alternate"":[""commercial_industrial"",""industrial_company""]}",0.9895134099616858,"[""http://www.waterquipmoree.com.au""]","[""https://www.facebook.com/162474910454161""]",,"[""+61267525077""]",,"[{""freeform"":""110 Gwydir St"",""locality"":""Moree"",""postcode"":""2400"",""region"":""NSW"",""country"":""AU""}]"
1.0,1407374890853378,2251799813739362,"[{""dataset"":""Microsoft"",""record_id"":""1407374890853378"",""update_time"":""2024-09-06T19:12:55.463"",""confidence"":0.77}]","{""primary"":""Panera Bread""}","{""primary"":""coffee_shop"",""alternate"":[""cafe"",""salad_bar"",""sandwich_shop"",""soup_restaurant"",""food"",""restaurant""]}",0.77,"[""https://www.panerabread.com/en-us/cafe/locations/il/frankfort/11069-west-lincoln-highway?utm_medium=local&utm_source=bing&utm_campaign=dpm-dist&utm_term=204014&utm_content=main""]",,,"[""8158069500""]","{""names"":{}}","[{""freeform"":""11069 W Lincoln Hwy"",""locality"":""Frankfort"",""region"":""IL"",""country"":""US"",""postcode"":""60423""}]","[{""dataset"":""Microsoft"",""record_id"":""2251799813739362"",""update_time"":""2013-10-02T16:28:14.09"",""confidence"":0.77}]","{""primary"":""Panera Bread""}","{""primary"":""coffee_shop"",""alternate"":[""cafe"",""salad_bar"",""sandwich_shop"",""soup_restaurant"",""food"",""restaurant""]}",0.77,"[""http://www.panerabread.com/""]",,,"[""8158069500""]","{""names"":{}}","[{""freeform"":""11069 W Lincoln Hwy"",""locality"":""Frankfort"",""region"":""IL"",""country"":""US"",""postcode"":""60423""}]"
0.0,08f44a8d86584c3203fcc7130bd1cc6d,1407374891559096,"[{""property"":"""",""dataset"":""meta"",""record_id"":""111011205629915"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Treasure Coast Counseling Center""}","{""primary"":""counseling_and_mental_health"",""alternate"":[""alcohol_and_drug_treatment_centers"",""psychologist""]}",0.9445655559015883,"[""http://www.treasurecoastcounselingcenter.com/""]","[""https://www.facebook.com/111011205629915""]",,"[""+17722203255""]",,"[{""freeform"":""101 S Colorado Ave"",""locality"":""Stuart"",""postcode"":""34994-2105"",""region"":""FL"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""1407374891559096"",""update_time"":""2024-12-28T00:04:04.913"",""confidence"":0.77}]","{""primary"":""Treasure Coast Flowers""}","{""primary"":""florist"",""alternate"":[""retail""]}",0.77,"[""https://www.treasurecoastflowers.com/""]",,,"[""7723101371""]","{""names"":{}}","[{""freeform"":""305 Colorado Ave"",""locality"":""Stuart"",""region"":""FL"",""country"":""US"",""postcode"":""34994""}]"
1.0,08f2a9560235585103d35ec2f4513b74,844424934140957,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1010023759120575"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799818665760"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Hertz""}","{""primary"":""car_rental_agency"",""alternate"":[""truck_rentals""]}",0.9962614185921548,"[""http://www.hertz.com/rentacar/location/unitedstates/ohio/columbus/cmht01""]","[""https://www.facebook.com/1010023759120575""]",,"[""+16142393254""]","{""names"":{""primary"":""Hertz""}}","[{""freeform"":""4200 International Gtwy"",""locality"":""Columbus"",""postcode"":""43219-1747"",""region"":""OH"",""country"":""US""}]","[{""dataset"":""Microsoft"",""record_id"":""844424934140957"",""update_time"":""2023-02-06T20:35:51.98"",""confidence"":0.77}]","{""primary"":""Hertz Car Rental - Columbus - Reynoldsburg HLE""}","{""primary"":""travel""}",0.77,"[""https://www.hertz.com/rentacar/location/unitedstates/ohio/columbus/CMHC25""]",,,"[""6147597285""]","{""names"":{}}","[{""freeform"":""4200 INTERNATIONAL GATEWAY"",""locality"":""COLUMBUS"",""region"":""OH"",""country"":""US"",""postcode"":""43219""}]"
0.0,08f195c934743a860307ab0041d07a90,08f195c9347502ae035710f404f0a7f6,"[{""property"":"""",""dataset"":""meta"",""record_id"":""1564253257225334"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Matlock Town FC""}","{""primary"":""sports_club_and_league"",""alternate"":[""active_life""]}",0.9837452982267598,"[""http://www.matlocktownfc.co.uk""]","[""https://www.facebook.com/1564253257225334""]",,"[""+441629583866""]",,"[{""freeform"":""Causeway Ln"",""postcode"":""DE4 3AR"",""country"":""GB""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""190423577707920"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Matlock Ford""}","{""primary"":""car_dealer"",""alternate"":[""automotive_repair"",""auto_company""]}",0.28671328671328666,"[""http://www.matlockford.co.uk""]","[""https://www.facebook.com/190423577707920""]",,"[""+441629582231""]",,"[{""freeform"":""31 Causeway Lane"",""locality"":""Matlock"",""postcode"":""DE4 3AR"",""region"":""ENG"",""country"":""GB""}]"
